"GL_CODE","GL_DESC"
"434000106","TVA COLLECTEE SUR REVENUES ACTIVITES BANCAIRES"
"434000107","IMPOTS ET TAXES SUR SALAIRES FILIALES IRPF"
"434000108","TVAC SUR REVENUES"
"434000109","IMPOTS ET TAXES SUR SALAIRES TAXE COMMUNALE"
"434000110","IMPOTS ET TAXES SUR SALAIRES CREDIT FONCIER"
"434000111","IMPOTS ET TAXES SUR SALAIRES RAV"
"434000112","IMPOTS ET TAXES SUR SALAIRES FNE"
"434000113","IMPOTS ET TAXES COLLECTES IS RETENUE A LA SOURCE 1.1 %"
"434000114","IMPOTS ET TAXES COLLECTES IS RETENUE A LA SOURCE 2.2 %"
"434000115","IMPOTS ET TAXES COLLECTES IS RETENUE A LA SOURCE 5.5 %"
"434000116","IMPOTS ET TAXES COLLECTES IS RETENUE A LA SOURCE 1.65 %"
"434000117","IMPOTS ET TAXES COLLECTES IS RETENUE A LA SOURCE 3%"
"434000118","IMPOTS ET TAXES COLLECTES TPRCM SUR CPTES EPARGNES"
"434000119","TAXE WESTERN UNION D"
"434000120","IMPOTS ET TAXES COLLECTES TPRCM SUR DAT"
"434000121","IMPOTS ET TAXES COLLECTES TPRCM SUR JETONS PRESENCE ET DIVIDENDES"
"434000122","IMPOTS ET TAXES COLLECTES TPRCM SUR INTERETS DES OBLIGATIONS"
"434000123","IMPOTS ET TAXES COLLECTES ACOMPTE IS"
"434000124","IMPOTS ET TAXES COLLECTES PRECOMPTE SUR LOYER"
"434000125","IMPOTS ET TAXES COLLECTES TSR ASSIST TECHNIQUE"
"434000126","IMPOTS ET TAXES COLLECTES TVA ASSIST TECHNIQUE"
"434000127","IMPOTS ET TAXES COLLECTES TVA RETENUE A LA SOURCE"
"434000128","IMPOTS ET TAXES COLLECTES TVA COLLECTEE INTERETS OPS TRESORERIE"
"434000129","IMPOTS ET TAXES COLLECTES TVA COLLECTEE COMMISSIONS OPS TRESORERIE"
"434000131","IMPOTS ET TAXES COLLECTES TVA COLLECTEE CREDITS A LA CLIENTELE"
"434000132","IMPOTS ET TAXES COLLECTES TVA COLLECTEE COMMISSIONS CREDITS A LA CLIENTELE"
"434000133","IMPOTS ET TAXES COLLECTES TVA COLLECTEE AUTRES COMMISSIONS"
"434000134","TVA COLLECTEE SUR OPERATIONS DE PORTE FEUILLE"
"434000135","TVA RETENUE SUR  OPERATIONS WAFACASH"
"434000137","TVA A PAYER"
"434000138","TVA COLLECTEE SUR OPERATIONS WESTERN UNION"
"434000139","IMPOT DUE"
"434000140","IMPOTS ET TAXES COLLECTES IS RETENUE A LA SOURCE 3.3 %"
"434000141","TVA COLLECTEE SUR TRANSACTIONS POS"
"434000142","IMPOTS ET TAXE COLLECTE TAXE SUR TRF DE FOND"
"434000143","TAXE SUR VALEUR AJOUTEE"
"434000144","TVA FACTURER SUR OPERATIONS ATM"
"434000145","TAXE SUR TRANSFERT ACCESS AFRICA"
"434000147","IMPOTS ET TAXE COLLECTE TAXE WESTERN UNION"
"434000150","TAXE DE TRANSFERT  WAFACASH"
"434000151","IMPOTS ET TAXES COLLECTES WESTERN UNION"
"434000152","TAXE DE TRANSFERT WESTERN UNION 1.5%"
"434000153","IMPOTS ET TAXE COLLECTE TAXE WESTERN UNION"
"434000154","TAXE SUR TRANSFERT ATM HORS CEMAC"
"434000155","IMPOTS ET TAXE COLLECTE TAXE WESTERN UNION"
"434000156","IMPOTS ET TAXE COLLECTE TAXE WESTERN UNION"
"434000157","TVA COLLECTEE SUR  COMM SUR CARTE VISA PREPAYER"
"434000158","TAXE SUR PRESTATIONS DE SERVICE"
"434000159","IMPOTS ET TAXE COLLECTE TAXE WESTERN UNION"
"434000160","FRAIS DE TIMBRE"
"434000161","IMPOTS ET TAXE COLLECTE WESTERN UNION"
"434000162","TVA SUR PRESTATIONS ETRANGERES 18%"
"434000163","TAXE SUR PRESTATION DE SERVICE 9.5%"
"434000164","TAXE SUR TRANSACTION RT"
"434000165"," TAXE SUR TRF ZONE FRANC"
"434000166","TAXE SUR PRESTATION DE SERVICE 10%"
"434000167"," TAXE SUR TRF HORS  ZONE FRANC"
"434000168","FRAIS DE CONTROLE DES OPERATIONS DE TRANSFERT"
"434000170","FRAIS DE CONTROLE DES OPERATIONS DE TRSFT WESTERN UNION"
"434000171","TVA COLLECTEE SUR ACTIVITES BANCAIRE"
"434000172","IMPOTS ET TAXE COLLECTE TVA"
"434000174","TVA COLLECTEE SUR WESTERN UNION"
"434000175","TVA COLLECTEE SUR WESTERN UNION 18%"
"434000176","IMPOTS ET TAXES COLLECTES IS RETENUE A LA SOURCE 3.3 %"
"434000177","FRAIS TIMBRE"
"434000178","TVA COLLECTEE SUR AUTRES CRRPDTS"
"434000179","TVA COLL WARI 18%"
"434000180","TVA COLLECTEE SUR NON RESIDENTS"
"434000182","TVA COLLECT SUR OP EN DEVISE"
"434000183","TAXE SUR DIVERS PRODUITS MOBILE CASH"
"434000184","TVA CASH EXPRESS"
"434000185","TVA COLLECTEE POS"
"434000186","TAXE SPECIFIQUE SUR LE TRANSFERT D ARGENT"
"434000187","RETENUE 3% SUR LE LOYER"
"434000188","TVA SUR FRAIS COMMANDE CHEQUIERS"
"434000189","TVA COLLECT SUR OPS ACCESS BANK MOBILE"
"434000190","RETENUE A LA SOURCE 3% SUR HONO ET PRESTATION"
"434000191","RETENUE 15% SUR PRESTATION EXTERIEURE"
"434000192","TVA COLLECTEE POUR COMPTE DE TIERS"
"434000193","TVA RECUPEREE"
"434000194","TAXE SUR COMMISSION DE TRANSFERT BEAC"
"434000195","IMPOTS ET TAXES COLLECTES SUR TRANSP FOND"
"434000196","IMPOTS ET TAXES SUR LE SALAIRE"
"434000197","CENTIMES ADDITIONNEL"
"434000198","COMMIS DE TRANSFERT BEAC"
"434000199","IMPOTS ET TAXE COLLECTEE AUTRES"
"434000200","IMPOT A PAYER IS"
"434000201","IMPOT MINIMUM  FORFAITAIRE"
"434000202","RETENUE A LA SOURCE 5%"
"434000203","IMPOTS ET TAXES COLLECTES SUR DAT"
"434000204","IMPOTS ET TAXES RETENUE A LA SOURCE 10%"
"434000205","IMPOTS SUR LES REVENUS DE VALEURS MOBILIERES IRVM"
"434000206","RETENUE A LA SOURCE 10%"
"434000207","IMPOTS ET TAXES COLLECTES SUR BNC"
"434000208","RETENUE A LA SOURCE 20%"
"434000209","RETENUE A LA SOURCE 11% PERSONNES PHYSIQUES"
"434000210","IMPOTS SUR LES REVENUS DE VAL MOB (IRVM)"
"434000211","IMPOTS ET TAXES COLLECTES SUR LOYER"
"434000212","IRVM PERSONNES PHYSIQUES 20%"
"434000213","IRVM PERSONNES MORALES 15 %"
"434000214","IRVM SOCIETE MERE  10  %"
"434000216","IMPOTS SUR LES REV DES PERS PHYS (IRPP)"
"434000217","IMPOTS ET TAXES COLLECTES TVA"
"434000218","TVA ATM TRANSACTIONS FEE"
"434000219","TAXE SUR LES TRANSFERTS D ARGENT"
"434000220","TAXE FORFAITAIRE"
"434000221","ACQUIRING P&L VAT"
"434000222","IMPOTS ET TAXES COLLECTES"
"434000223","CONTRIBUTIONS SPECIALES SOLIDARITES COLLECTEES 1%"
"434000224","TVA COLLECTEE SUR MOBILE APP"
"434000225","TVA MVISA P2P FEE ACCOUNT"
"434000226","TAXE COMPLETAIRE SUR SALAIRE(TCS)"
"434000227","TVA ACCESS WALLET"
"434000228","FOND NATIONAL DE L HABITAT (FNH)"
"434000229","TVA DIGITAL MECHANT SERVICE FEE"
"434000230","CNSS"
"434000231","CONTRIBUTION A LA FORMATION PROFESSIONNELLE"
"434000232","TSIL COLLECTEE 15%"
"434000233","IMPOTS ET TAXES COLLECTES SUR VENTE DE DEVISE"
"434000234","TAXES - INCOME TAX (LOCAL CURRENCY) IF APPLICABLE"
"435000100","AUTRES SOMMES DUES A L ETAT"
"439000100","DIVERSES REGULARISATIONS FISCALES DR"
"439000101","DIVERSES REGULARISATIONS FISCALES CR"
"441000100","COMPTES-COURANTS ACTIONNAIRES"
"442000100","ACTIONNAIRES, VERSEMENTS ANTICIPES"
"443000100","ACTIONNAIRES, DIVIDENDES"
"444000100","TANTIEMES ET JETONS DE PRESENCE"
"445000100","ACTIONNAIRES CAPITAL A REMBOURSER"
"451600100","LIAISON OPERATIONS DIVERSES SIEGE"
"451600199","LIAISON AUTRES OPS DIVERSES"
"452600001","COMPTE INTER BRANCHES"
"454000100","DIFFÉRÉS ORDINATEUR"
"459600100","COMPTE DE LIAISON DENOUEE"
"461000100","SOCIETE D ASSURANCE ET DE CAPITALISATION"
"461000101","RETRAITE COMPLEMENTAIRE STAFF"
"462000100","ORGANISMES SECURITE SOCIAL ALLOCATIONS FAMILIALES"
"462000101","ORGANISMES SECURITE SOCIAL PENSION VIEILLESSE"
"462000102","ORGANISMES SECURITE SOCIAL ACCIDENT DE TRAVAIL"
"462000103","COTISATIONS SOCIALES PERSONNEL DETACHE"
"462000104","ORGANISMES SECURITE SOCIAL"
"462000105","AUTRES COTISATIONS"
"463000101","EXCEDANT DE CAISSE"
"463000102","MANQUANT GAB"
"463000103","EXCEDENT GAB"
"463000104","ERREURS VOLS ET DETOURNEMENTS"
"463000105","EXCEDANT DE CAISSE TRANSPORTEUR DE FONDS"
"463000106","MANQUANT DE CAISSE TRANSPORTEUR DE FONDS"
"464000100","OBLIGATAIRES"
"465000100","VERSEMENTS RESTANT A EFFECTUER SUR TITRES EN PORTEFEUILLE"
"466000100","ATTENTE A REGULARISER ACHAT DEVISES"
"466000101","ATTENTE LEGAL OPS CONTENTIEUSES"
"466000102","ATTENTE REFACTURATION"
"466000103","AVANCE A REGULARISER"
"466000104","AVANCE FRAIS DE MISSION"
"466000105","COMPTE ATTENTE AUDIT"
"466000106","COMPTE ATTENTE DEBITEUR DIVERS RH"
"466000107","COMPTE ATTENTE FINCON DEBITEUR"
"466000108","COMPTE DATTENTE DEBIT EBS"
"466000109","CPTE D ATTENTE CAD"
"466000110","FRAIS MEDICAUX EN ATTENTE DE COUVERTURE"
"466000111","DEBITEURS DIVERS AUTRES FILIALES"
"466000112","DEBITEURS DIVERS ACCESS BANK CAMEROUN "
"466000113","DEBITEURS DIVERS ACCESS BANK CAPE VERDE "
"466000114","DEBITEURS DIVERS ACCESS BANK CENTRALAFRIQUE "
"466000115","DEBITEURS DIVERS ACCESS BANK CONGO BRAZZAVILLE "
"466000116","DEBITEURS DIVERS ACCESS BANK COTE D IVOIRE "
"466000117","DEBITEURS DIVERS ACCESS BANK DRC CONGO "
"466000118","DEBITEURS DIVERS ACCESS BANK Group IT"
"466000119","DEBITEURS DIVERS ACCESS BANK GABON "
"466000120","DEBITEURS DIVERS ACCESS BANK GAMBIA "
"466000121","DEBITEURS DIVERS ACCESS BANK GHANA "
"466000122","DEBITEURS DIVERS ACCESS BANK GUINEA BISSAU "
"466000123","DEBITEURS DIVERS ACCESS BANK GUINEE CONAKRY "
"466000124","DEBITEURS DIVERS ACCESS BANK GUINNEE EQUATORIAL "
"466000125","DEBITEURS DIVERS ACCESS BANK KENYA "
"466000126","DEBITEURS DIVERS ACCESS BANK LIBERIA "
"466000127","DEBITEURS DIVERS ACCESS BANK MALAWI "
"466000128","DEBITEURS DIVERS ACCESS BANK MALI "
"466000129","DEBITEURS DIVERS ACCESS BANK MOZAMBIQUE "
"466000130","DEBITEURS DIVERS ACCESS BANK NIGER "
"466000131","DEBITEURS DIVERS ACCESS BANK NIGERIA "
"466000132","DEBITEURS DIVERS ACCESS BANK UK"
"466000133","DEBITEURS DIVERS ACCESS BANK RWANDA "
"466000134","DEBITEURS DIVERS ACCESS BANK SAO TOME "
"466000135","DEBITEURS DIVERS ACCESS BANK SENEGAL "
"466000136","DEBITEURS DIVERS ACCESS BANK SIERRA LEONE "
"466000137","DEBITEURS DIVERS ACCESS BANK SOUDAN DU SUD "
"466000138","DEBITEURS DIVERS ACCESS BANK TANZANIA "
"466000139","DEBITEURS DIVERS ACCESS BANK TCHAD "
"466000140","DEBITEURS DIVERS ACCESS BANK TOGO "
"466000141","DEBITEURS DIVERS ACCESS BANK GROUP"
"466000142","DEBITEURS DIVERS ACCESS BANK UGANDA "
"466000143","DEBITEURS DIVERS ACCESS BANK ZAMBIA "
"466000144","DEBITEURS DIVERS ACCESS BANK ZIMBABWE "
"466000145","DEBITEURS DIVERS BEAC"
"466000146","DEBITEURS DIVERS ACCESS BANK  BURKINA FASO "
"466000147","DEBITEURS DIVERS ACCESS BANK  BURUNDI "
"466000152","DEBITEURS DIVERS ACCESS BANK ANGOLA "
"466000154","DEBITEURS DIVERS STANDARD CHARTERED BANK CAMEROON"
"466000155","DEBITEURS DIVERS AUTRES "
"466000157","MONEYGRAM WAFACASH  RECEIVABLE ACCOUNT"
"466000158","RIA WAFACASH RECEIVABLE  ACCOUNT"
"466000159","SMALL WORLD WAFACASH  RECEIVABLE ACCOUNT"
"466000160","WORLDREMIT WAFACASH  RECEIVABLE ACCOUNT"
"466000161","WAFACASH SETTLEMENT  ACCOUNT DR"
"466000162","POS INTER AFILIATE  OFF-US S/A"
"466000163","POS MASTER CARD  OFF-US S/A"
"466000164","POS MASTER CARD CHARGEBACK S/A"
"466000166","POS VISA  OFF-US S/A"
"466000167","POS VISA CHARGEBACK S/A"
"466000168","ACQUIRER SUSPENS ACCOUNT"
"466000169","ATM CONTROL ACCOUNT"
"466000170","MASTERPASS ACQUIRER SUSPENSE ACCOUNT"
"466000172","DEBITEUR DIVERS DU PAR WESTERN UNION"
"466000173","COMPTE DATTENTE SCB SYND LOANS"
"466000174","MVISA ACQUIRER SUSPENSE ACCOUNT"
"466000175","INTERCHANGES CHARGES"
"466000176","INTERCHANGE ACCOUNT EXPENSES USD"
"466000177","ATM OFF-US SETTLEMENT AC-VISA"
"466000178","ATM OFF-US SETTLEMENT AC-MASTER CARD"
"466000179","ATM OFF-US SETTLEMENT AC-CHINA UNION PAY"
"466000180","ATM OFF-US SETTLEMENT AC-REGIONAL CARDS"
"466000181","ATM OFF-US SETTLEMENT AC-GTP"
"466000182","GIMAC ATM OFF-US RECEIVABLE AC-CMS CARDS"
"466000183","ATM OFF-US GIMAC SETTLEMENT AC- 3RD PARTY CARDS"
"466000184","POS OFF-US SETTLEMENT AC-VISA"
"466000185","POS OFF-US SETTLEMENT AC-MASTER CARD"
"466000186","POS OFF-US SETTLEMENT AC- VISA MERCHERDISE RETURN"
"466000187","POS OFF-US SETTLEMENT AC-REGIONAL CARDS"
"466000188","POS OFF-US SETTLEMENT AC-GTP"
"466000189","POS OFF-US SETTLEMENT AC-CMS CARDS"
"466000190","POS OFF-US SETTLEMENT AC- 3RD PARTY CARDS"
"466000191","AUTRES DEBITEURS DIVERS"
"466000192","COMPTE PREPAYEE AGENCE"
"466000193","WU PAYOUT TRANSACTIONS"
"466000194","DUE FROM WU - BRANCHES"
"466000195","DUE FROM WU SUB - AGENT"
"466000196","COMPTE PREPAYEE AGENCE  CARD VIRTUEL"
"466000197","DEBIT WU SHARE COST"
"466000198","DR WU SETLLEMENT ACCOUNT"
"466000199","FCY CASH IMPORT AND EXPORT TRANSACTIONS"
"467000100","COMMISSION SUR NOUVELLE CONDITION RT"
"467000102","COMPTE ATTENTE CIONS ACTIVITE MFS MOBILE MONEY"
"467000103","CPTE ATTENTE FINCON CREDITEUR"
"467000104","COMPTE ATTENTE AUDIT"
"467000105","COMPTE ATTENTE CREDITEURS DIVERS RH"
"467000106","COMPTE DATTENTE CREDIT EBS"
"467000107","CPTE D ATTENTE CAD"
"467000111","CREDITEURS DIVERS AUTRES FILIALES"
"467000112","CREDITEURS DIVERS ACCESS BANK CAMEROUN "
"467000113","CREDITEURS DIVERS COUT D ACHAT  DES MATIERES  RECEPTIONEES"
"467000114","CREDITEURS DIVERS FACTURE NON PARVENUE"
"467000115","CREDITEURS DIVERS ACCESS BANK CONGO BRAZZAVILLE "
"467000116","CREDITEURS DIVERS ACCESS BANK COTE D IVOIRE "
"467000117","CREDITEURS DIVERS ACCESS BANK DRC CONGO "
"467000118","CREDITEURS DIVERS ACCESS BANK Group IT"
"467000119","CREDITEURS DIVERS ACCESS BANK GABON "
"467000120","CREDITEURS DIVERS ACCESS BANK GAMBIA "
"467000121","CREDITEURS DIVERS ACCESS BANK GHANA "
"467000122","CREDITEURS DIVERS ACCESS BANK GUINEA BISSAU "
"467000123","CREDITEURS DIVERS ACCESS BANK GUINEE CONAKRY "
"467000124","CREDITEURS DIVERS ACCESS BANK GUINNEE EQUATORIAL "
"467000125","CREDITEURS DIVERS ACCESS BANK KENYA "
"467000126","CREDITEURS DIVERS ACCESS BANK LIBERIA "
"467000127","CREDITEURS DIVERS ACCESS BANK MALAWI "
"467000128","CREDITEURS DIVERS ACCESS BANK MALI "
"467000129","CREDITEURS DIVERS ACCESS BANK MOZAMBIQUE "
"467000130","CREDITEURS DIVERS ACCESS BANK NIGER "
"467000131","CREDITEURS DIVERS ACCESS BANK NIGERIA "
"467000132","CREDITEURS DIVERS ACCESS BANK UK"
"467000133","CREDITEURS DIVERS ACCESS BANK RWANDA "
"467000134","CREDITEURS DIVERS ACCESS BANK SAO TOME "
"467000135","CREDITEURS DIVERS ACCESS BANK SENEGAL "
"467000136","CREDITEURS DIVERS ACCESS BANK SIERRA LEONE "
"467000137","CREDITEURS DIVERS ACCESS BANK SOUDAN DU SUD "
"467000138","CREDITEURS DIVERS ACCESS BANK TANZANIA "
"467000139","CREDITEURS DIVERS ACCESS BANK TCHAD "
"467000140","CREDITEURS DIVERS ACCESS BANK TOGO "
"467000141","CREDITEURS DIVERS ACCESS BANK GROUP"
"467000142","CREDITEURS DIVERS ACCESS BANK UGANDA "
"467000143","CREDITEURS DIVERS ACCESS BANK ZAMBIA "
"467000144","CREDITEURS DIVERS ACCESS BANK ZIMBABWE "
"467000145","CREDITEURS DIVERS BEAC"
"467000146","CREDITEURS DIVERS ACCESS BANK  BURKINA FASO "
"467000147","CREDITEURS DIVERS ACCESS BANK  BURUNDI "
"467000152","CREDITEURS DIVERS ACCESS BANK ANGOLA "
"467000153","CREDITEURS DIVERS ACCESS BANK ARIQUE DU SUD "
"467000154","CREDITEURS DIVERS ACCESS BANK ASSET MANAGEMENT "
"467000155","COMMISSION A PAYER SUR LC IMPORT"
"467000156","COMPTE ATTENTE CAISSE CREDIT"
"467000157","SHARE COST DU A WESTERN UNION"
"467000158","ISSUER SUSPENS ACCOUNT"
"467000159","MOBILE APP CASH OUT"
"467000160","QUICK CASH POOL ACCOUNT"
"467000162","ATTENTE FRAIS ATM HORS ZONE"
"467000163","POS MERCHANT DAILY SETTLEMENT S/A"
"467000164","POS MERCHANT COLLECTION S/A"
"467000165","AUTRES CREDITEURS DIVERS"
"467000166","DEBIT CARD LOCAL SWITCH ISSUER SETTLEMENTACCOUNT"
"467000167","DEBIT CARD VISA INTERNATIONAL ISSUER SUSPENSE ACCOUNT"
"467000168","INTER AFFILIATES ISSUER SETTLEMENT ACCOUNT"
"467000169","INTERCHANGE INCOME"
"467000170","ACQUIRING S/A PAYMENT TO THIRD PARTY"
"467000171","ACQUIRING S/A MERCHANT REFUND"
"467000172","VISA PREPAID REMOTE ON US"
"467000173","PRIME MERCHANT SETTLEMENT S/A"
"467000174","POS  MERCHANT  HELD FUNDS S/A"
"467000175","POS  UNALLOCATED MERCHANT S/A"
"467000176","MVISA P2P TRANSFER SUSPENSE ACCOUNT"
"467000177","POS MERCHANT HELD FUNDS S/A"
"467000178","CREDITEUR DIVERS COMPTE D ATTENTE"
"467000179","COMMISSION A REPARTIR WESTERN UNION"
"467000180","AUTRES COMMISSIONS"
"467000181","VISA ISSUER OWED TO"
"467000182","MASTERPASS ISSUER SUSPENSE ACCOUNT"
"467000183","ENCAISSEMENT DE PRIME D ASSURANCE"
"467000184","POS REMOTE ON US"
"467000185","COMPTE DE SUSPENS EMETTEUR POS"
"467000186","CALYPSO BRIDGE ACCOUNT"
"467000187","ATTENTE OPERATION TRESO CALYPSO"
"467000188","CALYPSO BRIDGE ACCOUNT MONEY MARKET"
"467000189","REMOTE ON US -VISA CARD"
"467000190","REMOTE ON US -MASTER CARD"
"467000191","REMOTE ON US -REGIONAL CARDS"
"467000192","REMOTE ON US -GTP"
"467000193","REMOTE ON US -CMS CARDS"
"467000194","REMOTE ON US -CHINA UNION PAY"
"467000195","REMOTE ON US -3RD PARTY CARDS"
"467000197","WU SEND TRANSACTIONS"
"467000198","WU COMMISSION ON SEND TRANSACTIONS"
"467000199","CREDIT WU SUSPENSE TO BE LIQUIDATE"
"467000200","CREDIT WU SHARE COST"
"467000201","WU SETTLEMENT ACCOUNT"
"467000202","DUE TO  WU SUB AGENTS"
"467000203","DUE TO WU - BRANCHES"
"467000241","MASTER PASS ISSUER SUSPENSE ACCOUNT"
"467000242","MVISA ISSUER SUSPENSE ACCOUNT"
"467000243","CALYPSO MIRROR TRADE BRIDGE ACCOUNT"
"471100100","PREPAID LOYER"
"471100101","PREPAID IMPOTS ET TAXES"
"471100102","PREPAID ASSURANCE"
"471100103","PREPAID PUBLICITE"
"471100104","PREPAID COTISATIONS PROFESSIONNELLES"
"471100105","PREPAID Group IT"
"471100106","AUTRES CHARGES PAYEES D AVANCE"
"471100107","PREPAID MANAGEMENT FEES"
"471100108","PREPAID INDEMNITE ADMINISTRATEUR"
"471100109","PREPAID VSAT REGULATEUR TELECOM"
"471100110","PREPAID ALLOCATIONS STAFF"
"471100111","INTERETS PRECOMPTE SUR EMPRUNT"
"471100112","HONORAIRES  PAYEES D AVANCE"
"471100113","PREPAID TAXE SUR PRESTATION EXTERIEURE"
"471100114","PREPAID FRAIS CONSEILS ET ASSEMBL"
"471100115","PREPAID SCHOOL FEES EXPATRIES"
"471100116","STOCK FOURNITURE DE BUREAU"
"471100117","STOCK IMPRIME DE BANQUE"
"471100118","PREPAID MAINTENANCE"
"471100119","PREPAID SECURITY MAINTENANCE"
"471100120","STOCK FOURNITURE ET CONSOMMABLE INFORMATIQUE"
"471100121","STOCK FOURNITURE ET CONSOMMABLE AUTRES"
"471100122","STOCK CHEQUES ET IMPRIMES DE VALEUR"
"471100123","STOCK ETREINTES ET OBJETS PUBLICITAIRES"
"471100124","INTERETS PRECOMPTE SUR BON DE CAISSE"
"471100125","CHARGES PAYEES OU COMPTABILISEES D AVANCE"
"471100126","AUTRES PRODUITS A RECEVOIR"
"472100100","CHARGES A PAYER ASSISTANCE TECHNIQUE"
"472100101","CHARGES A PAYER ETRENNES OBJET ET PUBLICITE"
"472100102","CHARGES A PAYER LOYER"
"472100103","CHARGES A PAYER HONORAIRES AUDIT"
"472100104","CHARGES A PAYER AFFRANCHISSEMENT"
"472100105","CHARGES A PAYER ENTRETIEN ET REPARATIONS"
"472100106","CHARGES A PAYER ASSURANCES BANQUE"
"472100107","CHARGES A PAYER ENTRETIEN REPARATIONS VEHICULES"
"472100108","CHARGES A PAYER REPARATION AUT EQUIPEMENTS"
"472100109","CHARGES A PAYER JETONS DE PRESENCE"
"472100110","CHARGES A PAYER REDEVANCE ASSIST TECHNIQUE"
"472100111","CHARGES A PAYER Group IT"
"472100112","CHARGES A PAYER FRAIS DE FORMATION"
"472100113","CHARGES A PAYER FOURNITURES DE BUREAU"
"472100114","CHARGES A PAYER BILLETS ADMINISTRATEURS"
"472100115","CHARGES A PAYER COTISATIONS CLUB"
"472100116","CHARGES A PAYER LOYERS EXPATRIES"
"472100117","CHARGES A PAYER MAIN OEUVRE EXTERIEURE"
"472100118","CHARGES A PAYER MANAGEMENT FEES"
"472100119","CHARGES A PAYER BONUS"
"472100120","CHARGES A PAYER 13EME MOIS"
"472100121","CHARGES A PAYER SECURITY COST"
"472100122","CHARGES A PAYER EAU ET ELECT BANQUE"
"472100123","CHARGES A PAYER TELEPHONE"
"472100124","CHARGES A PAYER HONORAIRES AVOCATS ET CONSEILS FISCAUX"
"472100125","CHARGES A PAYER IRPP BENEFICE NON COMMERCIAUX"
"472100126","CHARGES A PAYER AUTRES CHARGES LOCATIVES"
"472100127","CHARGES A PAYER IMPOTS  ET TAXES"
"472100128","CHARGES A PAYER CONGE"
"472100129","CHARGES A PAYER DONS ET LIBERALITES"
"472100130","CHARGES A PAYER VOYAGE"
"472100131","CHARGES A PAYER FOGADAC"
"472100132","DIVERSES CHARGES A PAYER EXERCICE ANTERIEUR"
"472100133","CHARGES A PAYER SALAIRES EXPATRIES"
"472100134","CHARGES A PAYER SUR TRANSPORT DE FONDS ET TRI"
"472100135","CHARGES A PAYER CARBURANT"
"472100136","AUTRES CHARGES A PAYER"
"472100137","PRIOR YEAR STAFF EXPENSES"
"472100138","PRIOR YEAR RENT"
"472100139","PRIOR YEAR  LIGHT HEAT WATER"
"472100140","PRIOR YEAR  BUILDING COST OTHER"
"472100141","PRIOR YEAR  TRAVEL"
"472100142","PRIOR YEAR  TELEPHONE"
"472100143","PRIOR YEAR  SWIFT INTERNET"
"472100144","PRIOR YEAR  POSTAGE"
"472100145","PRIOR YEAR  REPAIRS AND MAINTENANCE IT"
"472100146","PRIOR YEAR  AMORTIZATION OF SOFTWARE"
"472100147","PRIOR YEAR  HARDWARE DEPRECIATION"
"472100148","PRIOR YEAR  DONATION"
"472100149","PRIOR YEAR  BUSINESS PROMOTION"
"472100150","PRIOR YEAR  ADVERTIZING"
"472100151","PRIOR YEAR  EMPLOYES ACTIVITIES"
"472100152","PRIOR YEAR  REPORT AND LIBRARY"
"472100153","PRIOR YEAR  TRAINING"
"472100154","PRIOR YEAR  EXTERNAL STAFF EXPENSES"
"472100155","PRIOR YEAR  PROFESSIONAL MENBERSHIP FEES"
"472100156","PRIOR YEAR  COMPLIANCE"
"472100157","PRIOR YEAR  GOVERNANCE"
"472100158","PRIOR YEAR  CASH TRANSPORTATION"
"472100159","PRIOR YEAR  FUEL"
"472100160","PRIOR YEAR  STATIONERY AN D SUPPLIES"
"472100161","PRIOR YEAR  REPAIRS AND MAINTENANCE OTHER"
"472100162","PRIOR YEAR  INSURANCE OTHERS"
"654000100","REMUN. DIRECTE DU PERSONNEL TEMPORAIRE - STAGIAIRES"
"654000101","REMUN. DIRECTE DU PERSONNEL TEMPORAIRE - AUTRES"
"655000100","COTISATIONS SECURITE SOCIALE. (PART PATRONALE)"
"655000101"," ALLOCATION ET RETRAITE COMPLEMENTAIRE  (PART PATRONALE)"
"656000100","INDENMITES SOCIALES"
"656000101","INDENMITES LICENCIEMENT ET BONNE SEPARATION"
"656000102","CADEAUX AU PERSONNEL"
"656000103","INDEMNITE SOCIALE  CADRE SUPERIEUR"
"656000104","INDEMNITE SOCIALE AGENT DE MAITRISE"
"656000105","INDEMNITE SOCIALE EMPLOYE"
"656100100","PRIME MEDAILLE"
"657000100","AVANTAGES EN NATURE"
"658000100","FRAIS DE SCOLARITES CADRE LOCAUX"
"658000101","INDEMNITE DE FONCTION  CADRE SUPERIEUR"
"658000102","INDEMNITE DE FONCTION AGENT DE MAITRISE"
"658000103","INDEMNITE DE FONCTION EMPLOYE"
"658000104","FRAIS DE SCOLARITES MANAGEMENT"
"659000100","DROIT AUX CONGES  CADRE SUPERIEUR"
"659000101","DROIT AUX CONGES AGENT DE MAITRISE"
"659000102","DROIT AUX CONGES EMPLOYE"
"660000100","PATENTE"
"660000101","TAXE SUR LES VEHICULES"
"660000102","TAXE SUR LES VEHICULES MANAGEMENT"
"660000103","TIMBRE FISCAUX"
"660000104","TAXE COMMUNALE"
"660000105","TAXE SUR LA PUBLICITE"
"660000106","TAXE ET DROIT DE TIMBRE SUR LES DEVISES"
"660100100","DROIT D ENREGISTREMENT"
"660100101","TAXE MUNICIPALE SUR LA PUBLICITE"
"660100102","IMPOTS ET TAXES NON DEDUCTIBLES"
"661000100","CHARGES PATRONALES FISCALES"
"661000101","TAXE D APPRENTISSAGE"
